species_name,tip_label,family,clade,srr_accession,srx_accession,sex,sex_raw,tissue,dev_stage,spots,bases,platform,layout,sample_attrs
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR14025006,SRX10401614,unknown,,missing,,20655059,6196517700,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=missing; collection_date=2019-07; geo_loc_name=not applicable; host=not applicable; isolate=missing; lat_lon=40.028838 N 116.291593 E; tissue=missing
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR14025007,SRX10401613,unknown,,missing,,25745787,7723736100,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=missing; collection_date=2019-07; geo_loc_name=not applicable; host=not applicable; isolate=missing; lat_lon=40.028838 N 116.291593 E; tissue=missing
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR14025008,SRX10401612,unknown,,missing,,23825416,7147624800,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=missing; collection_date=2019-07; geo_loc_name=not applicable; host=not applicable; isolate=missing; lat_lon=40.028838 N 116.291593 E; tissue=missing
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR14025009,SRX10401611,unknown,,missing,,22477059,6743117700,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=missing; collection_date=2019-07; geo_loc_name=not applicable; host=not applicable; isolate=missing; lat_lon=40.028838 N 116.291593 E; tissue=missing
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581488,SRX2839599,unknown,,whole body,,25775109,7685978118,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581489,SRX2839598,unknown,,whole body,,37027854,11024537222,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581490,SRX2839597,unknown,,whole body,,24927174,7448732532,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581491,SRX2839596,unknown,,whole body,,35724865,10686565266,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581492,SRX2839595,unknown,,whole body,,24604725,7358929702,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR5581493,SRX2839594,unknown,,whole body,,32652477,9747205612,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not collected; collection_date=2014-01-05; geo_loc_name=China:Beijing; isolation_source=not collected; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR4181653,SRX2142884,female,female (inferred),whole body,36 hours post eclosion,86268602,17173760684,ILLUMINA,PAIRED,age=36 hours post eclosion; biosamplemodel=Invertebrate; breed=not applicable; collection_date=not collected; geo_loc_name=China: Beijing; host=not applicable; isolate=not applicable; isolation_source=not applicable; tissue=whole body
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR653211,SRX219870,unknown,,,,27165637,4889814660,ILLUMINA,PAIRED,
Chrysopa pallens,Chrysopa_pallens,Chrysopidae,Neuroptera,SRR1653343,SRX219870,unknown,,,,66352009,11943361620,ILLUMINA,PAIRED,
Dendarus foraminosus,Dendarus_foraminosus,Tenebrionidae,Cucujiformia,ERR13362399,ERX12733285,male,male,,,69394803,20348245434,ILLUMINA,PAIRED,bio_material=NOT PROVIDED; broker name=COPO; collected_by=BOLANAKIS GIANNIS; collecting institution=NATURAL HISTORY MUSEUM of CRETE; collection date=2022-04-09; collector orcid id=0009-0006-6595-1757; elevation=1440; gal=Genoscope; gal_sample_id=NOT PROVIDED; geographic location (country and/or sea)=Greece; geographic location (latitude)=35.1906; geographic location (longitude)=24.6057; geographic location (region and locality)=Crete | Rethymno | Kedros; habitat=Rocky shrubland; identified_by=APOSTOLOS TRICHAS; identifier_affiliation=NATURAL HISTORY MUSEUM OF CRETE; insdc center name=EarlhamInstitute; lifestage=adult; organism part=WHOLE ORGANISM; original collection date=2022-04-09; original geographic location=Greece | Crete | Rethymno | Kedros; original geographic location (latitude)=35.1906; original geographic location (longitude)=24.6057; project name=ERGA; proxy voucher=NHMC.85.2.26267.1; sample collection method=Hand picking; sample coordinator=DANAE KARAKASI | PETROS LYMBERAKIS; sample coordinator affiliation=NATURAL HISTORY MUSEUM of CRETE | NATURAL HISTORY MUSEUM of CRETE; sample coordinator orcid id=0009-0001-5397-8876|0000-0002-5067-9600; sample name=64071679392854d17e116732; sample same as=SAMEA112751333; scientific_name=Dendarus foraminosus; sex=male; specimen_id=ERGA AT 5262 007; specimen_voucher=NHMC.85.2.26267.1; submitter id=64071679392854d17e116732; tolid=icDenFora12; voucher institution url=https://www.nhmc.uoc.gr/
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810471,SRX24373771,unknown,,gut,larvae,23534838,7060451400,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810472,SRX24373770,unknown,,gut,larvae,22390725,6717217500,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810473,SRX24373769,unknown,,gut,larvae,21555106,6466531800,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810474,SRX24373768,unknown,,gut,larvae,22343311,6702993300,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810475,SRX24373767,unknown,,gut,larvae,21079826,6323947800,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810476,SRX24373766,unknown,,gut,larvae,19687989,5906396700,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810477,SRX24373765,unknown,,gut,larvae,21984059,6595217700,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810478,SRX24373764,unknown,,gut,larvae,20829556,6248866800,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810479,SRX24373763,unknown,,gut,larvae,23022596,6906778800,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810480,SRX24373762,unknown,,gut,larvae,20983145,6294943500,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR28810481,SRX24373761,unknown,,gut,larvae,23205195,6961558500,ILLUMINA,PAIRED,age=larvae; biosamplemodel=Invertebrate; breed=red turpentine beetle; collection_date=2022-10; geo_loc_name=China: Shanxi; host=pine; tissue=gut
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446941,SRX8941470,unknown,,whole adult,adult,25095705,7578902910,ILLUMINA,PAIRED,developmental stage=adult; isolate=normal; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446940,SRX8941469,unknown,,whole adult,adult,27824809,8403092318,ILLUMINA,PAIRED,developmental stage=adult; isolate=normal; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446939,SRX8941468,unknown,,whole adult,adult,27004005,8155209510,ILLUMINA,PAIRED,developmental stage=adult; isolate=normal; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446938,SRX8941467,unknown,,whole adult,adult,24764517,7478884134,ILLUMINA,PAIRED,developmental stage=adult; isolate=cold; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446937,SRX8941466,unknown,,whole adult,adult,25455460,7687548920,ILLUMINA,PAIRED,developmental stage=adult; isolate=cold; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446936,SRX8941465,unknown,,whole adult,adult,26403501,7973857302,ILLUMINA,PAIRED,developmental stage=adult; isolate=cold; source_name=Dendroctonus valens adult; tissue=whole adult
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446935,SRX8941464,unknown,,whole larva,mature larva,22046558,6658060516,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=normal; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446934,SRX8941463,unknown,,whole larva,mature larva,20781267,6275942634,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=normal; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446933,SRX8941462,unknown,,whole larva,mature larva,22701079,6855725858,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=normal; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446932,SRX8941461,unknown,,whole larva,mature larva,23887317,7213969734,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=cold; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446931,SRX8941460,unknown,,whole larva,mature larva,21875577,6606424254,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=cold; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR12446930,SRX8941459,unknown,,whole larva,mature larva,25248396,7625015592,ILLUMINA,PAIRED,developmental stage=mature larva; isolate=cold; source_name=Dendroctonus valens larva; tissue=whole larva
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210693,SRX7823647,female,pooled male and female,whole adult,adult,25095705,7578902910,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.54 E; replicate=biological replicate 3; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210694,SRX7823646,female,pooled male and female,whole adult,adult,27824809,8403092318,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.53 E; replicate=biological replicate 2; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210695,SRX7823645,female,pooled male and female,whole larva,larva,21875577,6606424254,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.44 E; replicate=biological replicate 2; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210696,SRX7823644,female,pooled male and female,whole larva,larva,25248396,7625015592,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.43 E; replicate=biological replicate 1; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210697,SRX7823643,female,pooled male and female,whole adult,adult,27004005,8155209510,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.52 E; replicate=biological replicate 1; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210698,SRX7823642,female,pooled male and female,whole adult,adult,24764517,7478884134,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.51 E; replicate=biological replicate 3; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210699,SRX7823641,female,pooled male and female,whole adult,adult,25455460,7687548920,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.50 E; replicate=biological replicate 2; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210700,SRX7823640,female,pooled male and female,whole adult,adult,26403501,7973857302,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=adult; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.49 E; replicate=biological replicate 1; sex=pooled male and female; strain=not applicable; tissue=whole adult; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210701,SRX7823639,female,pooled male and female,whole larva,larva,22046558,6658060516,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.48 E; replicate=biological replicate 3; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210702,SRX7823638,female,pooled male and female,whole larva,larva,20781267,6275942634,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.47 E; replicate=biological replicate 2; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210703,SRX7823637,female,pooled male and female,whole larva,larva,22701079,6855725858,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-05-11; cultivar=not applicable; death_date=11-May-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=normal; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.46 E; replicate=biological replicate 1; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=control
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR11210704,SRX7823636,female,pooled male and female,whole larva,larva,23887317,7213969734,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; breed=not applicable; collection_date=2019-01-19; cultivar=not applicable; death_date=19-Jan-2019; dev_stage=larva; geo_loc_name=China:Inner Mongolia; isolate=cold; isolation_source=Pinus tabuliformis; lat_lon=41.41 N 118.45 E; replicate=biological replicate 3; sex=pooled male and female; strain=not applicable; tissue=whole larva; treatment=cold
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR7186646,SRX4103419,unknown,,Insect,,22526566,6757969800,ILLUMINA,SINGLE,biosamplemodel=Invertebrate; collection_date=2017-07; geo_loc_name=China: Shanxi; host=Pine tree; isolate=Bark beetle; tissue=Insect
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR7186647,SRX4103418,unknown,,Insect,,22064473,6619341900,ILLUMINA,SINGLE,biosamplemodel=Invertebrate; collection_date=2017-07; geo_loc_name=China: Shanxi; host=Pine tree; isolate=Bark beetle; tissue=Insect
Dendroctonus valens,Dendroctonus_valens,Curculionidae,Cucujiformia,SRR7186648,SRX4103417,unknown,,Insect,,19997676,5999302800,ILLUMINA,SINGLE,biosamplemodel=Invertebrate; collection_date=2017-07; geo_loc_name=China: Shanxi; host=Pine tree; isolate=Bark beetle; tissue=Insect
Diorhabda sublineata,Diorhabda_sublineata,Chrysomelidae,Cucujiformia,SRR20408715,SRX16441319,female,female,abdomen,Adult,42639381,12791814300,ILLUMINA,PAIRED,"biomaterial_provider=Dan Bean, Palisade Insectary; biosamplemodel=Invertebrate; collected_by=Matt Johnson; collection_date=2021-08-01; dev_stage=Adult; env_broad_scale=temperate desert biome, river, shrub; geo_loc_name=USA:AZ,Safford; host=not applicable; isolate=not applicable; sex=female; tissue=abdomen"
