species_name,tip_label,family,clade,srr_accession,srx_accession,sex,sex_raw,tissue,dev_stage,spots,bases,platform,layout,sample_attrs
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146443,SRX7782582,male,male,epidermis,Pupa,14820049,1081863577,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-L-54-S33; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146444,SRX7782581,male,male,epidermis,Pupa,13807345,1007936185,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-L-53-S32; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146445,SRX7782580,male,male,epidermis,Pupa,12882883,940450459,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-L-52-S31; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146447,SRX7782578,male,male,epidermis,Pupa,12152414,887126222,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-51-S30; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146448,SRX7782577,male,male,epidermis,Pupa,12968728,946717144,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-50-S29; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146449,SRX7782576,male,male,epidermis,Pupa,13556374,989615302,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-48-S28; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146450,SRX7782575,male,male,epidermis,Pupa,13236889,966292897,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-47-S27; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146451,SRX7782574,male,male,epidermis,Pupa,12666311,924640703,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-44-S26; sex=male; temp=28C; tissue=epidermis"
Onthophagus sagittarius,Onthophagus_sagittarius,Scarabaeidae,Scarabaeiformia,SRR11146452,SRX7782573,male,male,epidermis,Pupa,12865663,939193399,ILLUMINA,SINGLE,"age=17 hs after pupation; altitude=5; biomaterial_provider=Moczek Lab - 915 E 3rd St, Bloomington, IN 47405, USA; biosamplemodel=Invertebrate; collected_by=Sofia Casasa; collection_date=2018-02; dev_stage=Pupa; geo_loc_name=USA: Kaneohe, HI; host_tissue_sampled=epidermis [BTO:0000404]; identified_by=Anna Macagno; isolate=HI; isolation_source=Cattle manure, farm; lat_lon=21.521792 N 157.837608 W; replicate=replicate OsagAHH-sm-43-S25; sex=male; temp=28C; tissue=epidermis"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410371,SRX19336280,unknown,,Head and legs of larvae,,58557830,8783674500,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410372,SRX19336279,unknown,,Head and legs of larvae,,49015072,7352260800,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410373,SRX19336278,unknown,,Head and legs of larvae,,45464188,6819628200,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410374,SRX19336277,unknown,,Head and legs of larvae,,60576292,9086443800,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410375,SRX19336276,unknown,,Head and legs of larvae,,54440928,8166139200,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR23410376,SRX19336275,unknown,,Head and legs of larvae,,57007120,8551068000,DNBSEQ,PAIRED,biosamplemodel=Invertebrate; breed=oil palm; collection_date=2022-07-20; geo_loc_name=Malaysia: Johor; isolation_source=Decomposed oil palm trunk; tissue=Head and legs of larvae
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR19667653,SRX15717072,female,pooled male and female,"Fat bodies, Fore gut, Mid gut, Hind gut",,408468,842471439,PACBIO_SMRT,SINGLE,"biosamplemodel=Invertebrate; collection_date=2021-03-16; geo_loc_name=India:Chennai; host=Insect (larvae); isolate=Monoisolate; sex=pooled male and female; tissue=Fat bodies, Fore gut, Mid gut, Hind gut"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032893,SRX8564187,unknown,,,,22765102,6794884053,ILLUMINA,SINGLE,host population=Solomon Islands; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032892,SRX8564186,unknown,,,,25851234,7710765806,ILLUMINA,SINGLE,host population=Solomon Islands; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032891,SRX8564185,unknown,,,,20256110,6045116949,ILLUMINA,SINGLE,host population=Papua New Guinea; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032890,SRX8564184,unknown,,,,20726723,6185620120,ILLUMINA,SINGLE,host population=Papua New Guinea; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032889,SRX8564183,unknown,,,,21428605,6397188226,ILLUMINA,SINGLE,host population=Papua New Guinea; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032888,SRX8564182,unknown,,,,21178581,6323149074,ILLUMINA,SINGLE,host population=Papua New Guinea; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032887,SRX8564181,unknown,,,,28380939,8456088761,ILLUMINA,SINGLE,host population=Philippines; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032886,SRX8564180,unknown,,,,23190463,6919768345,ILLUMINA,SINGLE,host population=Philippines; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032885,SRX8564179,unknown,,,,21641200,6455318958,ILLUMINA,SINGLE,host population=Philippines; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032884,SRX8564178,unknown,,,,19690195,5879431444,ILLUMINA,SINGLE,host population=Fiji; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR12032883,SRX8564177,unknown,,,,25627486,7650912080,ILLUMINA,SINGLE,host population=Fiji; host tissue=gut; source_name=Oryctes rhinoceros nudivirus
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208137,SRX5979161,female,female (inferred),Midgut Wall,late-instar larvae,14947550,4514160100,ILLUMINA,PAIRED,"biomaterial_provider=Matan Shelomi, Department of Entomology, National Taiwan University; biosamplemodel=Invertebrate; collected_by=Cai Yu-Fang; collection_date=2018-02-17; dev_stage=late-instar larvae; geo_loc_name=Taiwan: Pingtung County; host=Cocos nucifera; host_tissue_sampled=midgut; identified_by=Cai Yu-Fang; isolate=Two male and two female larvae, pooled, Pingtung County, Taiwan; isolation_source=decaying coconut logs; lat_lon=22.722600 N 120.510506 E; tissue=Midgut Wall"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208138,SRX5979160,female,female (inferred),Hindgut Wall,late-instar larvae,13000815,3926246130,ILLUMINA,PAIRED,"biomaterial_provider=Matan Shelomi, Department of Entomology, National Taiwan University; biosamplemodel=Invertebrate; collected_by=Cai Yu-Fang; collection_date=2018-02-17; dev_stage=late-instar larvae; geo_loc_name=Taiwan: Pingtung County; host=Cocos nucifera; host_tissue_sampled=hindgut; identified_by=Cai Yu-Fang; isolate=Two male and two female larvae, pooled, Pingtung County, Taiwan; isolation_source=decaying coconut logs; lat_lon=22.722600 N 120.510506 E; tissue=Hindgut Wall"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208139,SRX5979159,female,female (inferred),Fat body,late-instar larvae,14652180,4424958360,ILLUMINA,PAIRED,"biomaterial_provider=Matan Shelomi, Department of Entomology, National Taiwan University; biosamplemodel=Invertebrate; collected_by=Cai Yu-Fang; collection_date=2018-02-17; dev_stage=late-instar larvae; geo_loc_name=Taiwan: Pingtung County; host=Cocos nucifera; host_tissue_sampled=fat body; identified_by=Cai Yu-Fang; isolate=Two male and two female larvae, pooled, Pingtung County, Taiwan; isolation_source=decaying coconut logs; lat_lon=22.722600 N 120.510506 E; tissue=Fat body"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208140,SRX5979158,female,female (inferred),Gastric Cecae,late-instar larvae,12189001,3681078302,ILLUMINA,PAIRED,"biomaterial_provider=Matan Shelomi, Department of Entomology, National Taiwan University; biosamplemodel=Invertebrate; collected_by=Cai Yu-Fang; collection_date=2018-02-17; dev_stage=late-instar larvae; geo_loc_name=Taiwan: Pingtung County; host=Cocos nucifera; host_tissue_sampled=gastric cecae; identified_by=Cai Yu-Fang; isolate=Two male and two female larvae, pooled, Pingtung County, Taiwan; isolation_source=decaying coconut logs; lat_lon=22.722600 N 120.510506 E; tissue=Gastric Cecae"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR8184197,SRX5004167,unknown,,Whole Body,Adult,33613928,6722785600,ILLUMINA,PAIRED,"biosamplemodel=Invertebrate; breed=not applicable; collection_date=2017-08; dev_stage=Adult; geo_loc_name=India: Kayamkulam, Kerala; host=Coconut; isolate=not applicable; isolation_source=not applicable; specimen_voucher=ORY_ADT; tissue=Whole Body"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR8184198,SRX5004166,unknown,,Whole Body,Pupa,22704107,4540821400,ILLUMINA,PAIRED,"biosamplemodel=Invertebrate; breed=not applicable; collection_date=2017-08; dev_stage=Pupa; geo_loc_name=India: Kayamkulam, Kerala; host=Coconut; isolate=not applicable; isolation_source=not applicable; specimen_voucher=ORY_PUP; tissue=Whole Body"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR8184199,SRX5004165,unknown,,Whole Body,Late Instar Larva,21694513,4338902600,ILLUMINA,PAIRED,"biosamplemodel=Invertebrate; breed=not applicable; collection_date=2017-08; dev_stage=Late Instar Larva; geo_loc_name=India: Kayamkulam, Kerala; host=Coconut; isolate=not applicable; isolation_source=not applicable; specimen_voucher=ORY_LIL; tissue=Whole Body"
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR8184200,SRX5004164,unknown,,Whole Body,Early Instar Larva,22746266,4549253200,ILLUMINA,PAIRED,"biosamplemodel=Invertebrate; breed=not applicable; collection_date=2017-08; dev_stage=Early Instar Larva; geo_loc_name=India: Kayamkulam, Kerala; host=Coconut; isolate=not applicable; isolation_source=not applicable; specimen_voucher=ORY_EIL; tissue=Whole Body"
Osmylus fulvicephalus,Osmylus_fulvicephalus,Osmylidae,Neuroptera,ERR16768439,ERX16161549,female,FEMALE,,,90711467,27394863034,ILLUMINA,PAIRED,"bio_material=NOT APPLICABLE; collected_by=DOMINIK KUSY; collecting institution=PALACKY UNIVERSITY OLOMOUC; collection date=2024-06-08T09:40:00; collector orcid id=0000-0001-8893-8981; elevation=267; gal=SciLifeLab; gal_sample_id=NOT PROVIDED; geographic location (country and/or sea)=Czechia; geographic location (latitude)=49.57542; geographic location (longitude)=17.282286; geographic location (region and locality)=OLOMOUC; habitat=small stream; identified_by=DOMINIK KUSY; identifier_affiliation=PALACKY UNIVERSITY OLOMOUC; lifestage=adult; organism=Osmylus fulvicephalus; organism part=WHOLE ORGANISM; original collection date=2024-05-02; original geographic location=CZECH REPUBLIC|MILOVICE|Cvrčovický potok; original geographic location (latitude)=49.218569; original geographic location (longitude)=17.351696; project name=ERGA; proxy biomaterial=FS55571896; proxy voucher=NOT PROVIDED; sample collection method=Larvae were collected at the bank between the stones of the small stream, larvae were transvered to laboratory and kept until the emergence of adults which were determined to sex and flash frozen in liquid nitrogen respectively; sample coordinator=Marius F. Maurstad; sample coordinator affiliation=University of Oslo; sample coordinator orcid id=0000-0001-7894-1693; sample same as=SAMEA115755030; scientific_name=Osmylus fulvicephalus; sex=FEMALE; specimen_id=ERGA MM 0010 002; specimen_voucher=NOT PROVIDED; tolid=inOsmFulv2"
Osmylus fulvicephalus,Osmylus_fulvicephalus,Osmylidae,Neuroptera,ERR16768438,ERX16161549,female,FEMALE,,,91878616,27747342032,ILLUMINA,PAIRED,"bio_material=NOT APPLICABLE; collected_by=DOMINIK KUSY; collecting institution=PALACKY UNIVERSITY OLOMOUC; collection date=2024-06-08T09:40:00; collector orcid id=0000-0001-8893-8981; elevation=267; gal=SciLifeLab; gal_sample_id=NOT PROVIDED; geographic location (country and/or sea)=Czechia; geographic location (latitude)=49.57542; geographic location (longitude)=17.282286; geographic location (region and locality)=OLOMOUC; habitat=small stream; identified_by=DOMINIK KUSY; identifier_affiliation=PALACKY UNIVERSITY OLOMOUC; lifestage=adult; organism=Osmylus fulvicephalus; organism part=WHOLE ORGANISM; original collection date=2024-05-02; original geographic location=CZECH REPUBLIC|MILOVICE|Cvrčovický potok; original geographic location (latitude)=49.218569; original geographic location (longitude)=17.351696; project name=ERGA; proxy biomaterial=FS55571896; proxy voucher=NOT PROVIDED; sample collection method=Larvae were collected at the bank between the stones of the small stream, larvae were transvered to laboratory and kept until the emergence of adults which were determined to sex and flash frozen in liquid nitrogen respectively; sample coordinator=Marius F. Maurstad; sample coordinator affiliation=University of Oslo; sample coordinator orcid id=0000-0001-7894-1693; sample same as=SAMEA115755030; scientific_name=Osmylus fulvicephalus; sex=FEMALE; specimen_id=ERGA MM 0010 002; specimen_voucher=NOT PROVIDED; tolid=inOsmFulv2"
Pachyrhynchus sulphureomaculatus,Pachyrhynchus_sulphureomaculatus,Curculionidae,Cucujiformia,SRR15032041,SRX11343582,male,male,whole body,,20611173,6153829472,ILLUMINA,PAIRED,"biosamplemodel=Invertebrate; breed=NA; collection_date=2018; geo_loc_name=Philippines: HWY 81, Arakan; host=none; isolate=PSULRNA02-2018; isolation_source=missing; sex=male; tissue=whole body"
Pediacus dermestoides,Pediacus_dermestoides,Cucujidae,Cucujiformia,ERR13093630,ERX12465328,female,female,,,88465166,26716480132,ILLUMINA,PAIRED,barcoding center=NATURAL HISTORY MUSEUM; broker name=COPO; collected_by=Liam Crowley | Finley Huchinson; collecting institution=University of Oxford; collection date=2023-04-21; elevation=150; gal=University of Oxford; gal_sample_id=Ox003624; geographic location (country and/or sea)=United Kingdom; geographic location (latitude)=51.77; geographic location (longitude)=-1.336; geographic location (region and locality)=Berkshire | Wytham Woods; habitat=Woodland; identified_by=Liam Crowley; identifier_affiliation=University of Oxford; insdc center name=EarlhamInstitute; lifestage=adult; organism part=WHOLE ORGANISM; project name=DTOL; sample collection method=Potted; sample name=655b3878fbcb208dd5510b34; sample same as=SAMEA114644683; scientific_name=Pediacus dermestoides; sex=female; specimen_id=Ox003624; specimen_voucher=NOT APPLICABLE; submitter id=655b3878fbcb208dd5510b34; tolid=icPedDerm5
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764388,SRX9235135,female,female,Whole body,Adult,20126443,6078185786,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=10; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764389,SRX9235134,female,female,Whole body,Adult,22182419,6699090538,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=9; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764390,SRX9235133,female,female,Whole body,Adult,19163683,5787432266,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=8; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764391,SRX9235132,female,female,Whole body,Adult,22150796,6689540392,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=7; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764392,SRX9235131,female,female,Whole body,Adult,20169239,6091110178,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=6; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764393,SRX9235130,female,female,Whole body,Adult,20508232,6193486064,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=5; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764394,SRX9235129,female,female,Whole body,Adult,19631202,5928623004,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=4; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764395,SRX9235128,female,female,Whole body,Adult,21780141,6577602582,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=3; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764396,SRX9235127,female,female,Whole body,Adult,22198836,6704048472,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=15; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764397,SRX9235126,female,female,Whole body,Adult,21569896,6514108592,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=14; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764398,SRX9235125,female,female,Whole body,Adult,25504455,7702345410,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=13; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764399,SRX9235124,female,female,Whole body,Adult,28439238,8588649876,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=12; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764400,SRX9235123,female,female,Whole body,Adult,22144533,6687648966,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=11; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764401,SRX9235122,female,female,Whole body,Adult,19834059,5989885818,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=2; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764402,SRX9235121,female,female,Whole body,Adult,27101014,8184506228,ILLUMINA,PAIRED,biosamplemodel=Invertebrate; collection_date=2017-04-24; dev_stage=Adult; geo_loc_name=USA: Tennessee; isolate=1; isolation_source=Pitfall trap; sex=female; tissue=Whole body
Propomacrus cypriacus,Propomacrus_cypriacus,Glaphyridae,Cucujiformia,ERR16768442,ERX16161551,female,female,,,71130000,21481260000,ILLUMINA,PAIRED,"bio_material=NOT APPLICABLE; broker name=COPO; collected_by=MARIOS ARISTOPHANOUS; collecting institution=Department of Environment, Ministry of Agriculture, Rural Development And Environment, Cyprus; collection date=2024-08-03; collector orcid id=0000-0002-2602-9560; gal=SciLifeLab; gal_sample_id=NOT PROVIDED; geographic location (country and/or sea)=Cyprus; geographic location (latitude)=34.870278; geographic location (longitude)=33.488611; geographic location (region and locality)=Larnaca | Alethriko; habitat=Carob tree plantation; identified_by=MARIOS ARISTOPHANOUS; identifier_affiliation=Department of Environment, Ministry of Agriculture, Rural Development And Environment, Cyprus; insdc center name=EarlhamInstitute; lifestage=adult; organism part=ABDOMEN; project name=ERGA; proxy biomaterial=NOT APPLICABLE; proxy voucher=MNCN Ent 395818; sample collection method=Attracted to wine, collected using forceps and transferred within a sterile tube to the lab for freezing; sample coordinator=ANNA PAPADOPOULOU; sample coordinator affiliation=UNIVERSITY OF CYPRUS; sample coordinator orcid id=0000-0002-4656-4894; sample derived from=SAMEA116289456; sample name=670410df91c50845d5ed117f; scientific_name=Propomacrus cypriacus; sex=female; specimen_id=ERGA AP 4894 00733; specimen_voucher=NOT APPLICABLE; submitter id=670410df91c50845d5ed117f; tolid=icProCypr1"
