species_name,tip_label,family,clade,srr_accession,sex,tissue,tissue_norm,spots,layout,ena_url_r1,ena_url_r2,species_dir,est_gb,category
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696833,male,adult body,whole_body,35943276,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/033/SRR15696833/SRR15696833_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/033/SRR15696833/SRR15696833_2.fastq.gz,Harmonia_axyridis,3.0,both_sex
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696842,male,adult body,whole_body,32542324,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/042/SRR15696842/SRR15696842_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/042/SRR15696842/SRR15696842_2.fastq.gz,Harmonia_axyridis,2.7,both_sex
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696841,male,adult body,whole_body,30051624,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/041/SRR15696841/SRR15696841_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/041/SRR15696841/SRR15696841_2.fastq.gz,Harmonia_axyridis,2.5,both_sex
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696829,female,adult body,whole_body,32139641,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/029/SRR15696829/SRR15696829_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/029/SRR15696829/SRR15696829_2.fastq.gz,Harmonia_axyridis,2.7,both_sex
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696834,female,adult body,whole_body,29818812,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/034/SRR15696834/SRR15696834_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/034/SRR15696834/SRR15696834_2.fastq.gz,Harmonia_axyridis,2.5,both_sex
Harmonia axyridis,Harmonia_axyridis,Coccinellidae,Cucujiformia,SRR15696830,female,adult body,whole_body,27445447,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/030/SRR15696830/SRR15696830_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR156/030/SRR15696830/SRR15696830_2.fastq.gz,Harmonia_axyridis,2.3,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371778,male,Male Antenna 1,antenna,76272212,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/078/SRR15371778/SRR15371778_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/078/SRR15371778/SRR15371778_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371777,male,Male Antenna 2,antenna,76184550,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/077/SRR15371777/SRR15371777_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/077/SRR15371777/SRR15371777_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371776,male,Male Antenna 3,antenna,76151012,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/076/SRR15371776/SRR15371776_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/076/SRR15371776/SRR15371776_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371779,female,Female Antenna 3,antenna,76394000,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/079/SRR15371779/SRR15371779_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/079/SRR15371779/SRR15371779_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371781,female,Female Antenna 1,antenna,76352544,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/081/SRR15371781/SRR15371781_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/081/SRR15371781/SRR15371781_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Hippodamia variegata,Hippodamia_variegata,Coccinellidae,Cucujiformia,SRR15371780,female,Female Antenna 2,antenna,76344574,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/080/SRR15371780/SRR15371780_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/080/SRR15371780/SRR15371780_2.fastq.gz,Hippodamia_variegata,6.4,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573937,male,whole bady,whole_body,28667136,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14573937/SRR14573937_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14573937/SRR14573937_2.fastq.gz,Holotrichia_oblita,2.4,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573934,male,whole bady,whole_body,25452975,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14573934/SRR14573934_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14573934/SRR14573934_2.fastq.gz,Holotrichia_oblita,2.1,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573941,male,whole bady,whole_body,25264927,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14573941/SRR14573941_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14573941/SRR14573941_2.fastq.gz,Holotrichia_oblita,2.1,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573942,female,whole bady,whole_body,25798150,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14573942/SRR14573942_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14573942/SRR14573942_2.fastq.gz,Holotrichia_oblita,2.2,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573943,female,whole bady,whole_body,25580318,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14573943/SRR14573943_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14573943/SRR14573943_2.fastq.gz,Holotrichia_oblita,2.1,both_sex
Holotrichia oblita,Holotrichia_oblita,Scarabaeidae,Scarabaeiformia,SRR14573930,female,whole bady,whole_body,25447602,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14573930/SRR14573930_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14573930/SRR14573930_2.fastq.gz,Holotrichia_oblita,2.1,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788915,male,whole body,whole_body,49232785,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/005/SRR7788915/SRR7788915_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/005/SRR7788915/SRR7788915_2.fastq.gz,Hypothenemus_hampei,4.1,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788914,male,whole body,whole_body,45205906,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/004/SRR7788914/SRR7788914_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/004/SRR7788914/SRR7788914_2.fastq.gz,Hypothenemus_hampei,3.8,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788916,male,whole body,whole_body,20273021,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/006/SRR7788916/SRR7788916_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/006/SRR7788916/SRR7788916_2.fastq.gz,Hypothenemus_hampei,1.7,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788911,female,whole body,whole_body,22319375,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/001/SRR7788911/SRR7788911_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/001/SRR7788911/SRR7788911_2.fastq.gz,Hypothenemus_hampei,1.9,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788909,female,whole body,whole_body,21627663,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/009/SRR7788909/SRR7788909_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/009/SRR7788909/SRR7788909_2.fastq.gz,Hypothenemus_hampei,1.8,both_sex
Hypothenemus hampei,Hypothenemus_hampei,Curculionidae,Cucujiformia,SRR7788908,female,whole body,whole_body,16276663,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/008/SRR7788908/SRR7788908_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR778/008/SRR7788908/SRR7788908_2.fastq.gz,Hypothenemus_hampei,1.4,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR13131832,male,Golden Male Fatbody,fat_body,70781136,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/032/SRR13131832/SRR13131832_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/032/SRR13131832/SRR13131832_2.fastq.gz,Ips_typographus,5.9,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR35298802,male,Fat body,fat_body,47609349,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/002/SRR35298802/SRR35298802_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/002/SRR35298802/SRR35298802_2.fastq.gz,Ips_typographus,4.0,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR35298803,male,Fat body,fat_body,39889208,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/003/SRR35298803/SRR35298803_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR352/003/SRR35298803/SRR35298803_2.fastq.gz,Ips_typographus,3.4,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR13131837,female,Golden Female Fatbody,fat_body,83351305,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/037/SRR13131837/SRR13131837_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/037/SRR13131837/SRR13131837_2.fastq.gz,Ips_typographus,7.0,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR13131836,female,Golden Female Fatbody,fat_body,55546131,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/036/SRR13131836/SRR13131836_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/036/SRR13131836/SRR13131836_2.fastq.gz,Ips_typographus,4.7,both_sex
Ips typographus,Ips_typographus,Curculionidae,Cucujiformia,SRR13131838,female,Golden Female Fatbody,fat_body,55397239,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/038/SRR13131838/SRR13131838_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR131/038/SRR13131838/SRR13131838_2.fastq.gz,Ips_typographus,4.7,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27675951,male,fat body male,fat_body,22892796,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/051/SRR27675951/SRR27675951_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/051/SRR27675951/SRR27675951_2.fastq.gz,Leptinotarsa_decemlineata,1.9,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27676009,male,fat body male,fat_body,22457910,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/009/SRR27676009/SRR27676009_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/009/SRR27676009/SRR27676009_2.fastq.gz,Leptinotarsa_decemlineata,1.9,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27676010,male,fat body male,fat_body,21911393,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/010/SRR27676010/SRR27676010_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/010/SRR27676010/SRR27676010_2.fastq.gz,Leptinotarsa_decemlineata,1.8,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27675956,female,fat body female,fat_body,23402667,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/056/SRR27675956/SRR27675956_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/056/SRR27675956/SRR27675956_2.fastq.gz,Leptinotarsa_decemlineata,2.0,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27675952,female,fat body female,fat_body,23272003,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/052/SRR27675952/SRR27675952_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/052/SRR27675952/SRR27675952_2.fastq.gz,Leptinotarsa_decemlineata,2.0,both_sex
Leptinotarsa decemlineata,Leptinotarsa_decemlineata,Chrysomelidae,Cucujiformia,SRR27675953,female,fat body female,fat_body,22948055,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/053/SRR27675953/SRR27675953_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR276/053/SRR27675953/SRR27675953_2.fastq.gz,Leptinotarsa_decemlineata,1.9,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30904359,male,head,head,63669309,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/059/SRR30904359/SRR30904359_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/059/SRR30904359/SRR30904359_2.fastq.gz,Lethrus_apterus,5.3,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30892903,male,head,head,63300387,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30892903/SRR30892903_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/003/SRR30892903/SRR30892903_2.fastq.gz,Lethrus_apterus,5.3,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30904356,male,head,head,54702196,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/056/SRR30904356/SRR30904356_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/056/SRR30904356/SRR30904356_2.fastq.gz,Lethrus_apterus,4.6,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30892904,female,head,head,57215206,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30892904/SRR30892904_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/004/SRR30892904/SRR30892904_2.fastq.gz,Lethrus_apterus,4.8,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30903942,female,head,head,56672017,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/042/SRR30903942/SRR30903942_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/042/SRR30903942/SRR30903942_2.fastq.gz,Lethrus_apterus,4.8,both_sex
Lethrus apterus,Lethrus_apterus,Geotrupidae,Scarabaeiformia,SRR30903941,female,head,head,55892121,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/041/SRR30903941/SRR30903941_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR309/041/SRR30903941/SRR30903941_2.fastq.gz,Lethrus_apterus,4.7,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547159,male,54-SwLa-LuIta-4-m-B_abdomen,abdomen,35677483,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/059/SRR28547159/SRR28547159_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/059/SRR28547159/SRR28547159_2.fastq.gz,Luciola_italica,3.0,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547162,male,56-SwLa-LuIta-2-m-B_abdomen,abdomen,34955647,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/062/SRR28547162/SRR28547162_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/062/SRR28547162/SRR28547162_2.fastq.gz,Luciola_italica,2.9,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547160,male,55-SwLa-LuIta-5-m-B_abdomen,abdomen,34209277,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/060/SRR28547160/SRR28547160_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/060/SRR28547160/SRR28547160_2.fastq.gz,Luciola_italica,2.9,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547123,female,71-SwLa-LuIta-8-f-B_abdomen,abdomen,36562606,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/023/SRR28547123/SRR28547123_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/023/SRR28547123/SRR28547123_2.fastq.gz,Luciola_italica,3.1,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547175,female,68-SwLa-LuIta-11-f-B_abdomen,abdomen,34217333,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/075/SRR28547175/SRR28547175_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/075/SRR28547175/SRR28547175_2.fastq.gz,Luciola_italica,2.9,both_sex
Luciola italica,Luciola_italica,Lampyridae,Elateriformia,SRR28547166,female,60-SwLa-LuIta-2-f-B_abdomen,abdomen,32967314,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/066/SRR28547166/SRR28547166_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/066/SRR28547166/SRR28547166_2.fastq.gz,Luciola_italica,2.8,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913972,male,Antenna,antenna,27118086,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/072/SRR11913972/SRR11913972_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/072/SRR11913972/SRR11913972_2.fastq.gz,Monochamus_alternatus,2.3,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913978,male,Antenna,antenna,26882164,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/078/SRR11913978/SRR11913978_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/078/SRR11913978/SRR11913978_2.fastq.gz,Monochamus_alternatus,2.3,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913980,male,Antenna,antenna,26388732,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/080/SRR11913980/SRR11913980_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/080/SRR11913980/SRR11913980_2.fastq.gz,Monochamus_alternatus,2.2,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913958,female,Antenna,antenna,28877847,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/058/SRR11913958/SRR11913958_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/058/SRR11913958/SRR11913958_2.fastq.gz,Monochamus_alternatus,2.4,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913983,female,Antenna,antenna,28346728,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/083/SRR11913983/SRR11913983_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/083/SRR11913983/SRR11913983_2.fastq.gz,Monochamus_alternatus,2.4,both_sex
Monochamus alternatus,Monochamus_alternatus,Cerambycidae,Cucujiformia,SRR11913989,female,Antenna,antenna,25708780,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/089/SRR11913989/SRR11913989_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR119/089/SRR11913989/SRR11913989_2.fastq.gz,Monochamus_alternatus,2.2,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085841,male,Antennae,antenna,8332894,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19085841/SRR19085841_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19085841/SRR19085841_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085839,male,Antennae,antenna,8045335,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19085839/SRR19085839_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19085839/SRR19085839_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085840,male,Antennae,antenna,7778767,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19085840/SRR19085840_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19085840/SRR19085840_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085862,female,Antennae,antenna,8412930,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19085862/SRR19085862_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19085862/SRR19085862_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085873,female,Antennae,antenna,8210323,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19085873/SRR19085873_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19085873/SRR19085873_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Monochamus scutellatus,Monochamus_scutellatus,Cerambycidae,Cucujiformia,SRR19085874,female,Antennae,antenna,8154500,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19085874/SRR19085874_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19085874/SRR19085874_2.fastq.gz,Monochamus_scutellatus,0.7,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664691,male,whole body,whole_body,18089105,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10664691/SRR10664691_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/091/SRR10664691/SRR10664691_2.fastq.gz,Onthophagus_taurus,1.5,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664664,male,whole body,whole_body,17146798,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/064/SRR10664664/SRR10664664_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/064/SRR10664664/SRR10664664_2.fastq.gz,Onthophagus_taurus,1.4,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664666,male,whole body,whole_body,16584937,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/066/SRR10664666/SRR10664666_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/066/SRR10664666/SRR10664666_2.fastq.gz,Onthophagus_taurus,1.4,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664633,female,whole body,whole_body,27895241,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/033/SRR10664633/SRR10664633_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/033/SRR10664633/SRR10664633_2.fastq.gz,Onthophagus_taurus,2.3,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664696,female,whole body,whole_body,20729893,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/096/SRR10664696/SRR10664696_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/096/SRR10664696/SRR10664696_2.fastq.gz,Onthophagus_taurus,1.7,both_sex
Onthophagus taurus,Onthophagus_taurus,Scarabaeidae,Scarabaeiformia,SRR10664654,female,whole body,whole_body,17066383,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/054/SRR10664654/SRR10664654_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/054/SRR10664654/SRR10664654_2.fastq.gz,Onthophagus_taurus,1.4,both_sex
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR10385638,male,the testis,gonad,20462405,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/038/SRR10385638/SRR10385638_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/038/SRR10385638/SRR10385638_2.fastq.gz,Ophraella_communa,1.7,both_sex
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR10385640,male,the testis,gonad,20418959,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/040/SRR10385640/SRR10385640_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/040/SRR10385640/SRR10385640_2.fastq.gz,Ophraella_communa,1.7,both_sex
Ophraella communa,Ophraella_communa,Chrysomelidae,Cucujiformia,SRR10385646,male,the testis,gonad,20387640,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/046/SRR10385646/SRR10385646_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/046/SRR10385646/SRR10385646_2.fastq.gz,Ophraella_communa,1.7,both_sex
