species_name,tip_label,family,clade,srr_accession,srx_accession,sex,sex_raw,tissue,dev_stage,spots,bases,platform,layout,sample_attrs
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881596,SRX4720278,male,male,abdomen,adult,6902136,1739338272,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb4 mix of adtuls - Biological replicate 4 - Technical replicate 2; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881597,SRX4720277,female,female,Head+thorax,adult,4876697,1228927644,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh1 mix of adtuls - Biological replicate 1 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881598,SRX4720276,male,male,abdomen,adult,10527426,2652911352,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881599,SRX4720275,male,male,Head+thorax,adult,8608213,2169269676,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmTh1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881600,SRX4720274,male,male,Head+thorax,adult,10923881,2752818012,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmTh2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881601,SRX4720273,male,male,abdomen,adult,10493233,2644294716,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881602,SRX4720272,male,male,abdomen,adult,6878839,1733467428,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881603,SRX4720271,female,female,abdomen,adult,17492779,4408180308,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881604,SRX4720270,female,female,abdomen,adult,4869226,1227044952,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881605,SRX4720269,male,male,Head+thorax,adult,10869911,2739217572,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmTh3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881606,SRX4720268,male,male,Head+thorax,adult,15398027,3880302804,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmTh4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881607,SRX4720267,male,male,abdomen,adult,11911298,3001647096,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb1 mix of adtuls - Biological replicate 1 - Technical replicate 2; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881608,SRX4720266,male,male,abdomen,adult,6715259,1692245268,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb2 mix of adtuls - Biological replicate 2 - Technical replicate 2; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881609,SRX4720265,female,female,abdomen,adult,4887640,1231685280,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881610,SRX4720264,female,female,abdomen,adult,5431977,1368858204,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881611,SRX4720263,female,female,Head+thorax,adult,14999546,3779885592,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881612,SRX4720262,female,female,Head+thorax,adult,17511997,4413023244,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh4 mix of adtuls - Biological replicate 4 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881613,SRX4720261,female,female,abdomen,adult,4900343,1234886436,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881614,SRX4720260,female,female,abdomen,adult,5456553,1375051356,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb4 mix of adtuls - Biological replicate 4 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881615,SRX4720259,female,female,abdomen,adult,9396541,2367928332,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb2 mix of adtuls - Biological replicate 2 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881616,SRX4720258,female,female,Head+thorax,adult,16114710,4060906920,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh2 mix of adtuls - Biological replicate 2 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881617,SRX4720257,male,male,Head+thorax,adult,7608566,1917358632,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmTh4 mix of adtuls - Biological replicate 4 - Technical replicate 2; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881618,SRX4720256,female,female,abdomen,adult,15373065,3874012380,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881619,SRX4720255,female,female,abdomen,adult,11001052,2772265104,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb4 mix of adtuls - Biological replicate 4 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881620,SRX4720254,male,male,abdomen,adult,7167504,1806211008,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881621,SRX4720253,female,female,abdomen,adult,15327802,3862606104,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881622,SRX4720252,female,female,abdomen,adult,10965137,2763214524,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881623,SRX4720251,female,female,abdomen,adult,22632129,5703296508,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881624,SRX4720250,female,female,abdomen,adult,9340756,2353870512,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfAb2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881625,SRX4720249,female,female,Head+thorax,adult,14948558,3767036616,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881626,SRX4720248,female,female,Head+thorax,adult,17460487,4400042724,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881627,SRX4720247,female,female,Head+thorax,adult,6220957,1567681164,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh2 mix of adtuls - Biological replicate 2 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881628,SRX4720246,female,female,Head+thorax,adult,6191111,1560159972,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EfTh2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881629,SRX4720245,male,male,abdomen,adult,16272980,4100790960,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881630,SRX4720244,male,male,abdomen,adult,21442554,5403523608,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=EmAb2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881631,SRX4720243,male,male,Head+thorax,adult,16473606,4151348712,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmTh3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881632,SRX4720242,female,female,Head+thorax,adult,15390023,3878285796,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh3 mix of adtuls - Biological replicate 3 - Technical replicate 2; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881633,SRX4720241,male,male,Head+thorax,adult,9099378,2293043256,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmTh2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881634,SRX4720240,male,male,Head+thorax,adult,24384738,6144953976,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmTh1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=male; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881635,SRX4720239,female,female,abdomen,adult,4894508,1233416016,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb2 mix of adtuls - Biological replicate 2 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881636,SRX4720238,female,female,abdomen,adult,17602037,4435713324,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfAb1 mix of adtuls - Biological replicate 1 - Technical replicate 2; sex=female; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881637,SRX4720237,female,female,Head+thorax,adult,8600531,2167333812,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881638,SRX4720236,female,female,Head+thorax,adult,15329872,3863127744,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881639,SRX4720235,female,female,Head+thorax,adult,16027733,4038988716,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881640,SRX4720234,female,female,Head+thorax,adult,4851058,1222466616,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LfTh1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=female; tissue=Head+thorax
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881641,SRX4720233,male,male,abdomen,adult,7574947,1908886644,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb4 mix of adtuls - Biological replicate 4 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881642,SRX4720232,male,male,abdomen,adult,7153940,1802792880,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb3 mix of adtuls - Biological replicate 3 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881643,SRX4720231,male,male,abdomen,adult,6677856,1682819712,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb2 mix of adtuls - Biological replicate 2 - Technical replicate 1; sex=male; tissue=abdomen
Acanthoscelides obtectus,Acanthoscelides_obtectus,Chrysomelidae,Cucujiformia,SRR7881644,SRX4720230,male,male,abdomen,adult,11840562,2983821624,ILLUMINA,PAIRED,biosamplemodel=Model organism or animal; dev_stage=adult; isolate=LmAb1 mix of adtuls - Biological replicate 1 - Technical replicate 1; sex=male; tissue=abdomen
