tip_label,source_tier,family,superfamily,suborder,which_creedy_clades
GCA_963942505.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_050437245.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_982553785.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_054859625.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_982446645.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_982374535.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_036346125.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_037414755.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_965663545.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965642045.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_910589415.1,genome,Melyridae,Cleroidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cleroidea
GCA_950108345.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_963924605.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_965119235.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_964263285.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_902655005.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_034642435.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965643495.1,genome,Dermestidae,Bostrichoidea,Polyphaga,Coleoptera|Polyphaga|Bostrichiformia
GCA_963082815.1,genome,Elateridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_964023965.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_028455855.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_935421215.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_965282865.1,genome,Ripiphoridae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_030674115.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965643785.1,genome,Eucnemidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_027575185.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_029963825.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_035320865.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_025584915.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_052862855.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_052757275.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_045514875.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_977066395.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_977065965.1,genome,Monotomidae,Nitiduloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia
GCA_977013095.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_976714775.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_977112535.1,genome,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_965642255.1,genome,Mycetophagidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_020740385.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_977015545.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_039776855.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_037464815.1,genome,Meloidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_030264135.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_958510865.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_965279825.1,genome,Oedemeridae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_051225655.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_965649385.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_032191585.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_032191565.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_944738965.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_018344505.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_944039245.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_977969715.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_047371185.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963243735.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963457615.1,genome,Silphidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_018845635.2,genome,Silphidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_048003765.1,genome,Silphidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_050230155.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_965642445.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_965276455.1,genome,Anthicidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_020654155.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_034190945.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_910593695.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_965282375.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_049462965.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_979846555.1,genome,Oedemeridae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_030264595.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963969525.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_054643895.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_036711965.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_036711975.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_943142095.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_035357415.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_964338635.1,genome,Cleridae,Cleroidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cleroidea
GCA_965642315.1,genome,Melandryidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_958502075.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_902654985.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_020654165.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_004796505.1,genome,Silvanidae,Cucujoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cucujoidea_ss
GCA_031763485.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_951805005.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_982191755.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_030264175.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_982345265.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_963921995.1,genome,Apionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965118235.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_019049505.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_978046105.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963942485.1,genome,Cucujidae,Cucujoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Cucujoidea_ss
GCA_979016925.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_982319415.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_033557805.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_977013135.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_054832365.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_932526585.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963082785.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963971165.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_944588485.1,genome,Silphidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_008802855.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_977071015.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_024586415.1,genome,Phengodidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_965654395.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_980746795.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965643005.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_917563865.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_918026865.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_982374485.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_016904865.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_035321685.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_036346225.1,genome,Lycidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_050242975.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_978021435.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_949748235.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_977061565.1,genome,Anthribidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_964106875.1,genome,Anthribidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_027576655.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_932274525.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_980253055.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_963942605.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_963924545.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_002278615.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_935413205.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_977013515.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_963969555.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_963920685.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_042919755.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_000281835.1,genome,Cupedidae,Cupedoidea,Archostemata,Coleoptera|Archostemata
GCA_965648555.1,genome,Scirtidae,Scirtoidea,Polyphaga,Coleoptera|Polyphaga|Scirtiformia
GCA_965112505.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_054205895.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_977019095.1,genome,Glaphyridae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_013421045.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_976925235.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_036172665.1,genome,Lucanidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_051903415.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_963920635.1,genome,Anthribidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_965601595.1,genome,Tenebrionidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_027576155.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_927349885.1,genome,Chrysomelidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_976289695.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_911728475.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_947425015.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_965283465.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
GCA_963924575.1,genome,Zopheridae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_905333025.1,genome,Pyrochroidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_036250285.1,genome,Lampyridae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_033557875.1,genome,Hydrophilidae,Hydrophiloidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Hydrophiloidea|Hydrophiloidea+Histeroidea
GCA_964338995.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_979475445.1,genome,Leiodidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_963680705.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_905340355.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_965212295.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_958510855.1,genome,Cantharidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_036326145.1,genome,Rhagophthalmidae,Elateroidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Elateroidea
GCA_029963845.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_965643555.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_030347505.1,genome,Curculionidae,Curculionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionoidea+Chrysomeloidea
GCA_966185095.1,genome,Coccinellidae,Coccinelloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Coccinelloidea
GCA_054553145.1,genome,Bostrichidae,Bostrichoidea,Polyphaga,Coleoptera|Polyphaga|Bostrichiformia
GCA_037954035.1,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_936432065.2,genome,Cerambycidae,Chrysomeloidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Curculionoidea+Chrysomeloidea
GCA_949788335.1,genome,Salpingidae,Tenebrionoidea,Polyphaga,Coleoptera|Polyphaga|Cucujiformia|Tenebrionoidea|Lymexyloidea+Tenebrionoidea
GCA_047651835.1,genome,Buprestidae,Buprestoidea,Polyphaga,Coleoptera|Polyphaga|Elateriformia|Buprestoidea|Byrrhoidea+Buprestoidea
GCA_032191635.1,genome,Scarabaeidae,Scarabaeoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Scarabaeiformia|Staphylinoidea+Scarabaeoidea|Scarabaeoidea
GCA_965282785.1,genome,Staphylinidae,Staphylinoidea,Polyphaga,Coleoptera|Polyphaga|Staphyliniformia|Staphylinoidea|Staphylinoidea+Scarabaeoidea
GCA_982297005.1,genome,Carabidae,Caraboidea,Adephaga,Coleoptera|Adephaga|remaining_Adephaga|Geadephaga|remaining_Geadephaga|Carabidae
