tip_label,species,family,suborder,tier,source_path_on_grace,file_present_yet,busco_mode,assembly_level
GCA_030704895.1,Henosepilachna vigintioctopunctata,Coccinellidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_951812935.1,Hermaeophaga mercurialis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_951812935.1/ncbi_dataset/data/GCA_951812935.1/*_genomic.fna,yes,genome,Chromosome
GCA_981691985.1,Herpes porcellus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_981691985.1/ncbi_dataset/data/GCA_981691985.1/*_genomic.fna,yes,genome,Chromosome
GCA_038502775.1,Hippodamia convergens,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_038502775.1/ncbi_dataset/data/GCA_038502775.1/*_genomic.fna,yes,genome,Chromosome
GCA_046424425.1,Hippodamia variegata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_046424425.1/ncbi_dataset/data/GCA_046424425.1/*_genomic.fna,yes,genome,Chromosome
GCA_030556065.1,Holobus sp. GC000080,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_963695495.2,Hololepta plana,Histeridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963695495.2/ncbi_dataset/data/GCA_963695495.2/*_genomic.fna,yes,genome,Chromosome
GCA_023690525.1,Holotrichia oblita,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_023690525.1/ncbi_dataset/data/GCA_023690525.1/*_genomic.fna,yes,genome,Chromosome
GCA_013841215.1,Hycleus cichorii,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_051167335.1,Hycleus marcipoli,Meloidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051167335.1/ncbi_dataset/data/GCA_051167335.1/*_genomic.fna,yes,genome,Chromosome
GCA_013841185.1,Hycleus phaleratus,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_033557855.1,Hydrochus callosus,Hydrochidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965643735.1,Hypera rumicis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643735.1/ncbi_dataset/data/GCA_965643735.1/*_genomic.fna,yes,genome,Chromosome
GCA_041296355.1,Hypothenemus hampei,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_041296355.1/ncbi_dataset/data/GCA_041296355.1/*_genomic.fna,yes,genome,Scaffold
GCA_052863015.1,Ichthyurus bourgeoisi,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_052863015.1/ncbi_dataset/data/GCA_052863015.1/*_genomic.fna,yes,genome,Chromosome
GCA_011009095.1,Ignelater luminosus,Elateridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_056632495.1,Ips calligraphus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_056632495.1/*_genomic.fna,yes,genome,Chromosome
GCA_018691245.2,Ips nitidus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_018691245.2/ncbi_dataset/data/GCA_018691245.2/*_genomic.fna,yes,genome,Chromosome
GCA_976954485.1,Ips sexdentatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_976954485.1/*_genomic.fna,yes,genome,Chromosome
GCA_016097725.2,Ips typographus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_016097725.2/ncbi_dataset/data/GCA_016097725.2/*_genomic.fna,yes,genome,Chromosome
GCA_037464855.1,Iselma pallidipennis,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_043790905.1,Kibakoganea sinica,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_043790905.1/ncbi_dataset/data/GCA_043790905.1/*_genomic.fna,yes,genome,Chromosome
GCA_046237675.1,Kibakoganea tamdaoensis,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_046237675.1/ncbi_dataset/data/GCA_046237675.1/*_genomic.fna,yes,genome,Chromosome
GCA_050230135.1,Kurasawatrechus hirakei,Carabidae,Adephaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_030620095.1,Kuschelorhynchus macadamiae,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_964211925.1,Kyklioacalles roboris,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964211925.1/ncbi_dataset/data/GCA_964211925.1/*_genomic.fna,yes,genome,Chromosome
GCA_025447835.1,Labidoglobus nevermanni,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_051313465.2,Labidomera clivicollis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051313465.2/ncbi_dataset/data/GCA_051313465.2/*_genomic.fna,yes,genome,Scaffold
GCA_027574705.1,Labidopullus appendiculatus,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965654235.1,Laccobius striatulus,Hydrophilidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_965654235.1/*_genomic.fna,yes,genome,Chromosome
GCA_947359425.1,Lagria hirta,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_947359425.1/ncbi_dataset/data/GCA_947359425.1/*_genomic.fna,yes,genome,Chromosome
GCA_013368075.1,Lamprigera yunnana,Lampyridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_050947525.1,Lampyris noctiluca,Lampyridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_976997085.1,Laparocerus anagae,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_976997085.1/ncbi_dataset/data/GCA_976997085.1/*_genomic.fna,yes,genome,Chromosome
GCA_041228435.2,Larinus minutus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_041228435.2/*_genomic.fna,yes,genome,Scaffold
GCA_977012605.1,Larinus planus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977012605.1/ncbi_dataset/data/GCA_977012605.1/*_genomic.fna,yes,genome,Chromosome
GCA_979861375.1,Larinus ursus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_979861375.1/*_genomic.fna,yes,genome,Chromosome
GCA_976916715.1,Lasiorhynchites cavifrons,Attelabidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_976916715.1/ncbi_dataset/data/GCA_976916715.1/*_genomic.fna,yes,genome,Chromosome
GCA_030157265.1,Latheticus oryzae,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_030157265.1/ncbi_dataset/data/GCA_030157265.1/*_genomic.fna,yes,genome,Chromosome
GCA_965240315.1,Lathrobium brunnipes,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965240315.1/ncbi_dataset/data/GCA_965240315.1/*_genomic.fna,yes,genome,Chromosome
GCA_982375295.1,Lathrobium fulvipenne,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982375295.1/*_genomic.fna,yes,genome,Chromosome
GCA_965260835.1,Leiosoma deflexum,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965260835.1/ncbi_dataset/data/GCA_965260835.1/*_genomic.fna,yes,genome,Chromosome
GCA_965644585.1,Leistus fulvibarbis,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_965644585.1/*_genomic.fna,yes,genome,Chromosome
GCA_966112595.1,Leistus rufomarginatus,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_966112595.1/ncbi_dataset/data/GCA_966112595.1/*_genomic.fna,yes,genome,Chromosome
GCA_933228885.1,Leistus spinibarbis,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_933228885.1/ncbi_dataset/data/GCA_933228885.1/*_genomic.fna,yes,genome,Chromosome
GCA_978019415.1,Leonhardella angulicollis,Leiodidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978019415.1/ncbi_dataset/data/GCA_978019415.1/*_genomic.fna,yes,genome,Chromosome
GCA_024712935.1,Leptinotarsa decemlineata,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_024712935.1/ncbi_dataset/data/GCA_024712935.1/*_genomic.fna,yes,genome,Chromosome
GCA_015342085.1,Leptinotarsa defecta,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342125.1,Leptinotarsa haldemani,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342165.1,Leptinotarsa juncta,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_015342165.1/*_genomic.fna,yes,genome,Scaffold
GCA_015342045.1,Leptinotarsa lineolata,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342205.1,Leptinotarsa peninsularis,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342145.1,Leptinotarsa rubiginosa,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342105.1,Leptinotarsa texana,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342025.1,Leptinotarsa tumamoca,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_015342065.1,Leptinotarsa undecemlineata,Chrysomelidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_947310635.1,Leptodirus hochenwartii,Leiodidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_947310635.1/ncbi_dataset/data/GCA_947310635.1/*_genomic.fna,yes,genome,Chromosome
GCA_963675555.1,Leptura quadrifasciata,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963675555.1/ncbi_dataset/data/GCA_963675555.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264655.1,Leptusa sp. GC000079,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965644545.1,Lesteva pubescens,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965644545.1/ncbi_dataset/data/GCA_965644545.1/*_genomic.fna,yes,genome,Chromosome
GCA_975739945.1,Lesteva punctata,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_975739945.1/ncbi_dataset/data/GCA_975739945.1/*_genomic.fna,yes,genome,Chromosome
GCA_051989325.1,Lethrus apterus,Geotrupidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051989325.1/ncbi_dataset/data/GCA_051989325.1/*_genomic.fna,yes,genome,Scaffold
GCA_052696345.1,Lethrus scoparius,Geotrupidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_046866795.1,Librodor japonicus,Nitidulidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_046866795.1/ncbi_dataset/data/GCA_046866795.1/*_genomic.fna,yes,genome,Chromosome
GCA_014611495.1,Limonius californicus,Elateridae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_057128385.1,Limonius infuscatus,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_057128385.1/*_genomic.fna,yes,genome,Scaffold
GCA_965119585.1,Limonius poneli,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_965119585.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264535.1,Liometoxenus newtonarum,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_978021545.1,Liophloeus tessulatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_978021545.1/ncbi_dataset/data/GCA_978021545.1/*_genomic.fna,yes,genome,Chromosome
GCA_963971575.1,Liopterus haemorrhoidalis,Dytiscidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963971575.1/ncbi_dataset/data/GCA_963971575.1/*_genomic.fna,yes,genome,Chromosome
GCA_030264695.1,Lissagria laeviuscula,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_014170235.1,Listronotus bonariensis,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_019359885.1,Listronotus oregonensis,Curculionidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_949126875.1,Lochmaea capreae,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_949126875.1/ncbi_dataset/data/GCA_949126875.1/*_genomic.fna,yes,genome,Chromosome
GCA_947563755.1,Lochmaea crataegi,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_947563755.1/ncbi_dataset/data/GCA_947563755.1/*_genomic.fna,yes,genome,Chromosome
GCA_965178105.1,Longitarsus dorsalis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965178105.1/ncbi_dataset/data/GCA_965178105.1/*_genomic.fna,yes,genome,Chromosome
GCA_964258785.1,Longitarsus flavicornis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964258785.1/ncbi_dataset/data/GCA_964258785.1/*_genomic.fna,yes,genome,Chromosome
GCA_963942505.1,Lordithon lunulatus,Staphylinidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963942505.1/ncbi_dataset/data/GCA_963942505.1/*_genomic.fna,yes,genome,Chromosome
GCA_050437245.1,Lucanus miwai,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_050437245.1/ncbi_dataset/data/GCA_050437245.1/*_genomic.fna,yes,genome,Scaffold
GCA_982553785.1,Lucanus tetraodon,Lucanidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982553785.1/*_genomic.fna,yes,genome,Chromosome
GCA_054859625.1,Luciola italica,Lampyridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_054859625.1/ncbi_dataset/data/GCA_054859625.1/*_genomic.fna,yes,genome,Chromosome
GCA_982446645.1,Luperus flavipes,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982446645.1/*_genomic.fna,yes,genome,Chromosome
GCA_982374535.1,Luperus longicornis,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_982374535.1/*_genomic.fna,yes,genome,Chromosome
GCA_036346125.1,Lycocerus yunnanus,Cantharidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_037414755.1,Lydus trimaculatus,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_965663545.1,Magdalis barbicornis,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965663545.1/ncbi_dataset/data/GCA_965663545.1/*_genomic.fna,yes,genome,Chromosome
GCA_965642045.1,Magdalis cerasi,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642045.1/ncbi_dataset/data/GCA_965642045.1/*_genomic.fna,yes,genome,Chromosome
GCA_910589415.1,Malachius bipustulatus,Melyridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_910589415.1/ncbi_dataset/data/GCA_910589415.1/*_genomic.fna,yes,genome,Chromosome
GCA_950108345.1,Malthinus flaveolus,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_950108345.1/ncbi_dataset/data/GCA_950108345.1/*_genomic.fna,yes,genome,Chromosome
GCA_963924605.1,Malthinus seriepunctatus,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963924605.1/ncbi_dataset/data/GCA_963924605.1/*_genomic.fna,yes,genome,Chromosome
GCA_965119235.1,Malthodes marginatus,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965119235.1/ncbi_dataset/data/GCA_965119235.1/*_genomic.fna,yes,genome,Chromosome
GCA_964263285.1,Malthodes minimus,Cantharidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964263285.1/ncbi_dataset/data/GCA_964263285.1/*_genomic.fna,yes,genome,Chromosome
GCA_902655005.1,Marronus borbonicus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_902655005.1/*_genomic.fna,yes,genome,Scaffold
GCA_034642435.1,Megalocaria dilatata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_034642435.1/ncbi_dataset/data/GCA_034642435.1/*_genomic.fna,yes,genome,Chromosome
GCA_965643495.1,Megatoma undata,Dermestidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643495.1/ncbi_dataset/data/GCA_965643495.1/*_genomic.fna,yes,genome,Chromosome
GCA_963082815.1,Melanotus villosus,Elateridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963082815.1/ncbi_dataset/data/GCA_963082815.1/*_genomic.fna,yes,genome,Chromosome
GCA_964023965.1,Melinopterus prodromus,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_964023965.1/ncbi_dataset/data/GCA_964023965.1/*_genomic.fna,yes,genome,Chromosome
GCA_028455855.1,Meloe dianella,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_935421215.1,Melolontha melolontha,Scarabaeidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_935421215.1/*_genomic.fna,yes,genome,Chromosome
GCA_000281935.1,Mengenilla moldrzyki,Mengenillidae,Mengenillidia,outgroup,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_000281935.1/*_genomic.fna,yes,genome,Contig
GCA_965282865.1,Metoecus paradoxus,Ripiphoridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965282865.1/ncbi_dataset/data/GCA_965282865.1/*_genomic.fna,yes,genome,Chromosome
GCA_030674115.1,Micraspis discolor,Coccinellidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_965643785.1,Microrhagus pygmaeus,Eucnemidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965643785.1/ncbi_dataset/data/GCA_965643785.1/*_genomic.fna,yes,genome,Chromosome
GCA_027575185.1,Mimaenictus wilsoni,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_029963825.1,Molorchus minor,Cerambycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_035320865.1,Monochamus alternatus,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/ncbi_dataset/data/GCA_035320865.1/*_genomic.fna,yes,genome,Chromosome
GCA_025584915.1,Monochamus saltuarius,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_025584915.1/ncbi_dataset/data/GCA_025584915.1/*_genomic.fna,yes,genome,Chromosome
GCA_052862855.1,Monochamus scutellatus,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_052862855.1/ncbi_dataset/data/GCA_052862855.1/*_genomic.fna,yes,genome,Chromosome
GCA_052757275.1,Monochamus sutor,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_052757275.1/ncbi_dataset/data/GCA_052757275.1/*_genomic.fna,yes,genome,Chromosome
GCA_045514875.1,Monolepta hieroglyphica,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_045514875.1/ncbi_dataset/data/GCA_045514875.1/*_genomic.fna,yes,genome,Chromosome
GCA_977066395.1,Mononychus punctumalbum,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977066395.1/ncbi_dataset/data/GCA_977066395.1/*_genomic.fna,yes,genome,Chromosome
GCA_977065965.1,Monotoma picipes,Monotomidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977065965.1/ncbi_dataset/data/GCA_977065965.1/*_genomic.fna,yes,genome,Chromosome
GCA_977013095.1,Morimus asper,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977013095.1/ncbi_dataset/data/GCA_977013095.1/*_genomic.fna,yes,genome,Chromosome
GCA_976714775.1,Morimus orientalis,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_976714775.1/ncbi_dataset/data/GCA_976714775.1/*_genomic.fna,yes,genome,Chromosome
GCA_977112535.1,Mycetophagus atomarius,Mycetophagidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977112535.1/ncbi_dataset/data/GCA_977112535.1/*_genomic.fna,yes,genome,Chromosome
GCA_965642255.1,Mycetophagus piceus,Mycetophagidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965642255.1/ncbi_dataset/data/GCA_965642255.1/*_genomic.fna,yes,genome,Chromosome
GCA_020740385.1,Mylabris phalerata,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_977015545.1,Mylabris quadripunctata,Meloidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977015545.1/ncbi_dataset/data/GCA_977015545.1/*_genomic.fna,yes,genome,Chromosome
GCA_039776855.1,Mylabris sibirica,Meloidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_039776855.1/ncbi_dataset/data/GCA_039776855.1/*_genomic.fna,yes,genome,Chromosome
GCA_037464815.1,Mylabris variabilis,Meloidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_030264135.1,Myllaena sp. GC000078,Staphylinidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_958510865.1,Myrrha octodecimguttata,Coccinellidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_958510865.1/ncbi_dataset/data/GCA_958510865.1/*_genomic.fna,yes,genome,Chromosome
GCA_965279825.1,Nacerdes melanura,Oedemeridae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965279825.1/ncbi_dataset/data/GCA_965279825.1/*_genomic.fna,yes,genome,Chromosome
GCA_051225655.1,Nadezhdiella cantori,Cerambycidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_051225655.1/ncbi_dataset/data/GCA_051225655.1/*_genomic.fna,yes,genome,Chromosome
GCA_965649385.1,Nalassus laevioctostriatus,Tenebrionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_965649385.1/ncbi_dataset/data/GCA_965649385.1/*_genomic.fna,yes,genome,Chromosome
GCA_032191585.1,Nanos sp. ST009,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_032191565.1,Nanos vadoni,Scarabaeidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_944738965.1,Nebria brevicollis,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_944738965.1/ncbi_dataset/data/GCA_944738965.1/*_genomic.fna,yes,genome,Chromosome
GCA_018344505.1,Nebria ingens,Carabidae,Adephaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Scaffold
GCA_944039245.1,Nebria salina,Carabidae,Adephaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_944039245.1/ncbi_dataset/data/GCA_944039245.1/*_genomic.fna,yes,genome,Chromosome
GCA_977969715.1,Nedyus quadrimaculatus,Curculionidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_977969715.1/ncbi_dataset/data/GCA_977969715.1/*_genomic.fna,yes,genome,Chromosome
GCA_047371185.1,Neoclytus acuminatus,Cerambycidae,Polyphaga,1,NOT FOUND ON GRACE,pending: not found in scarab_existing or ncbi_dataset (needs pull),genome,Contig
GCA_963243735.1,Neocrepidodera transversa,Chrysomelidae,Polyphaga,1,/scratch/user/blackmon/tob/genomes/scarab_existing/GCA_963243735.1/ncbi_dataset/data/GCA_963243735.1/*_genomic.fna,yes,genome,Chromosome
